Latitude,Longitude,Course,Speed (KTS),PathId,timestamp
3.065900676282586,-79.5998664992626,-86.19912803771385,6.50945922103926,1000.0,1466848338.0
3.066021127150353,-79.6016730456893,-85.75696726367092,6.566355575713621,1000.0,1466848398.0
3.066156741021476,-79.60349439401769,-87.65046788137504,6.2650054191921845,1000.0,1466848458.0
3.0662284348006503,-79.60523546632433,-86.93974610838808,6.912426044452528,1000.0,1466848518.0
3.066331445374092,-79.6071553343351,-86.25756776634934,2.7642011513964717,1000.0,1466848578.0
3.066381808779782,-79.60792252484157,-85.44431367719324,6.096385180931474,1000.0,1466848638.0
3.06651697521618,-79.60961280554089,-85.47395747942386,6.655770782133627,1000.0,1466848698.0
3.0666635858852067,-79.6114582572798,-86.10136176182075,7.5754086302530785,1000.0,1466848758.0
3.0668073611500266,-79.61356039286376,-85.78696487387275,7.377981814464791,1000.0,1466848818.0
3.0669586620750184,-79.61560694740379,-85.54862004481757,7.338643020732445,1000.0,1466848878.0
3.067117653535452,-79.61764194876949,-87.23162682000155,6.018738579929941,1000.0,1466848938.0
3.067198798480796,-79.61931403756788,-86.98672855883684,6.140182485036748,1000.0,1466848998.0
3.067288897417775,-79.62101949715155,-85.9410882801868,5.227512334852465,1000.0,1466849058.0
3.067392183477742,-79.62246982260707,-88.66976588035952,6.392863970324115,1000.0,1466849118.0
3.067433610610865,-79.62424744496171,-84.50689072580019,7.618707916863713,1000.0,1466849178.0
3.06763719027688,-79.62635676984286,-87.15334472919527,5.652040496681551,1000.0,1466849238.0
3.067715544390721,-79.62792688039033,-86.78194220902553,6.272772578318383,1000.0,1466849298.0
3.067813838019417,-79.62966882929365,-86.45332278986096,7.250350750550682,1000.0,1466849358.0
3.0679390378209503,-79.63168156946102,-87.27941144716922,7.554530379236114,1000.0,1466849418.0
3.06803913168937,-79.63378040797438,-85.02960846349367,5.858142117303205,1000.0,1466849478.0
3.0681808108573483,-79.63540365674945,-84.62137752919455,5.761554608129501,1000.0,1466849538.0
3.068331566311602,-79.6369991122726,-86.12651679403793,5.16678694720717,1000.0,1466849598.0
3.0684289960874858,-79.63843291309291,-85.54694276009431,6.751411643179499,1000.0,1466849658.0
3.0685753201987267,-79.64030507380753,-84.86971522056218,6.425544671800374,1000.0,1466849718.0
3.0687357079805784,-79.6420851075696,-87.38697015968646,5.181724207587106,1000.0,1466849778.0
3.0688016509415474,-79.64352484777972,-84.9234152422594,6.987047985179935,1000.0,1466849838.0
3.0689742336648704,-79.64546059419371,-86.04591048234509,7.138391457735002,1000.0,1466849898.0
3.0691116386243404,-79.64744133247981,-86.75323619949361,8.318368762144726,1000.0,1466849958.0
3.0692431480094022,-79.64975128108063,-85.50585051902951,6.67687124484884,1000.0,1466850018.0
3.0693891892210567,-79.65160266930958,-86.82043767960549,8.07294675815465,1000.0,1466850078.0
3.0695141796718497,-79.65384461424459,-88.00249460475176,5.144586304904926,1000.0,1466850138.0
3.0695642350528973,-79.65527465504054,-85.07968923057167,6.180209995907283,1000.0,1466850198.0
3.0697122011347795,-79.65698727843325,-86.02252777327892,6.576078324315574,1000.0,1466850258.0
3.069839529624381,-79.65881193745939,-85.38818284643132,5.858625043652506,1000.0,1466850318.0
3.0699710215413614,-79.66043617450717,-85.44007652970424,6.726167479568449,1000.0,1466850378.0
3.0701202896401485,-79.66230106352775,-84.91843619196972,7.868574783118973,1000.0,1466850438.0
3.070314836526212,-79.6644810208589,-85.00562462274146,5.617174308228517,1000.0,1466850498.0
3.070451341754058,-79.66603744566603,-86.87834976330794,7.191838936848882,1000.0,1466850558.0
3.0705606642748857,-79.66803481046314,-86.39039743439301,6.2077023447164255,1000.0,1466850618.0
3.0706697588805096,-79.66975799129176,-83.59185933224194,6.219879325825899,1000.0,1466850678.0
3.070863538686533,-79.67147717564235,-86.1210258715198,5.129053458035747,1000.0,1466850738.0
3.070960393815004,-79.67290049937758,-86.81842107731688,5.048173696486685,1000.0,1466850798.0
3.071038602340751,-79.6743024312662,-86.24862598216113,8.796141943408898,1000.0,1466850858.0
